accident_id,num_vehicles,num_casualties,accident_severity,accident_damages,police_department,police_attended,urban_vs_rural,road_type,road_conditions,weather_conditions,light_conditions,date,year,weekday,hour,longitude,latitude
2013231094613,2,1,Slight,963,Warwickshire,Yes,Urban,Single carriageway,Wet,Raining,Darkness,12/09/2013,2013,4-Thursday,20,-1.561131,52.289279
200697NA04509,1,1,Slight,701,Strathclyde,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,19/09/2006,2006,2-Tuesday,17,-3.94813,55.845346
201501WW50152,2,1,Serious,6858,Metropolitan Police,No,Urban,Single carriageway,Dry,Fine,Daylight,09/02/2015,2015,1-Monday,9,-0.153085,51.466075
200801YE80433,2,1,Slight,724.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,26/06/2008,2008,4-Thursday,15,-0.076284,51.614064
201220H005662,2,1,Slight,489,West Midlands,Yes,Urban,Roundabout,Wet,Raining,Daylight,03/06/2012,2012,7-Sunday,15,-1.917423,52.605288
2005960501407,2,1,Slight,538.5,Central,Yes,Urban,Single carriageway,Dry,Fine,Daylight,19/06/2005,2005,7-Sunday,18,-3.800679,56.031279
200645GU87136,1,1,Slight,455,Surrey,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,16/06/2006,2006,5-Friday,12,-0.54947,51.264318
200611BF10580,2,2,Serious,11710,Durham,Yes,Rural,Single carriageway,Dry,Fine,Darkness,10/06/2006,2006,6-Saturday,22,-1.400363,54.785655
2010030002246,2,1,Serious,4737,Cumbria,No,Urban,Single carriageway,Dry,Fine,Daylight,26/09/2010,2010,7-Sunday,11,-3.560318,54.535507
201563DP42515,1,1,Slight,664,Dyfed-Powys,Yes,Rural,Single carriageway,Wet,Fine,Daylight,13/12/2015,2015,7-Sunday,13,-3.779318,51.769432
201037G030019,2,1,Slight,28.5,Suffolk,Yes,Urban,Single carriageway,Dry,Fine,Daylight,10/09/2010,2010,5-Friday,13,1.317114,52.090689
2013471304672,2,2,Slight,608,Sussex,Yes,Urban,Single carriageway,Dry,Fine,Daylight,03/09/2013,2013,2-Tuesday,12,0.604881,50.870342
2008218016618,2,1,Slight,186,Staffordshire,No,Rural,Dual carriageway,Dry,Fine,Daylight,15/10/2008,2008,3-Wednesday,17,-2.332334,53.068716
201120S042551,2,1,Slight,219,West Midlands,No,Urban,Roundabout,Dry,Fine,Daylight,13/08/2011,2011,6-Saturday,8,-1.989533,52.395037
2007100274007,2,1,Slight,1393.5,Northumbria,Yes,Rural,Single carriageway,Wet,Fine,Daylight,25/04/2007,2007,3-Wednesday,8,-1.54886,55.06506
200632D006506,1,1,Slight,225,Lincolnshire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,03/02/2006,2006,5-Friday,8,-0.332896,53.333587
201250DE2R007,2,2,Slight,660,Devon and Cornwall,Yes,Rural,Slip road,Wet,Fine,Daylight,22/02/2012,2012,3-Wednesday,14,-3.536235,50.717864
201106L054542,2,1,Slight,124.5,Greater Manchester,Yes,Urban,Single carriageway,Dry,Fog,Daylight,28/11/2011,2011,1-Monday,15,-2.640596,53.547659
2006216217014,2,1,Serious,9639,Staffordshire,No,Urban,Single carriageway,Dry,Fine,Daylight,15/06/2006,2006,4-Thursday,19,-2.110426,53.07614
2009100738509,1,1,Slight,707,Northumbria,Yes,Rural,Dual carriageway,Wet,Raining,Daylight,01/11/2009,2009,7-Sunday,9,-1.629807,55.065513
200806C007220,2,1,Slight,205.5,Greater Manchester,No,Urban,Single carriageway,Wet,Raining,Darkness,18/12/2008,2008,4-Thursday,15,-2.207481,53.422986
2005130857005,1,1,Slight,360,West Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,22/09/2005,2005,4-Thursday,21,-1.598279,53.874069
2008070269504,2,2,Serious,15222,Cheshire,Yes,Rural,Single carriageway,Wet,Raining,Darkness,05/09/2008,2008,5-Friday,19,-2.66051,53.145734
201201BS70139,1,1,Slight,245,Metropolitan Police,Yes,Urban,One way street,Dry,Fine,Darkness,23/03/2012,2012,5-Friday,1,-0.181811,51.481757
2009940902062,2,1,Serious,9067.5,Fife,No,Urban,Single carriageway,Dry,Fine,Daylight,24/09/2009,2009,4-Thursday,19,-3.457736,56.070314
200701FH10476,2,1,Slight,1257,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Darkness,12/09/2007,2007,3-Wednesday,20,-0.201968,51.485575
201301CW10394,2,1,Serious,11376,Metropolitan Police,Yes,Urban,Single carriageway,Wet,Raining,Daylight,11/04/2013,2013,4-Thursday,8,-0.174385,51.534249
2010440054715,3+,1,Slight,278,Hampshire,Yes,Urban,Dual carriageway,Wet,Raining,Daylight,09/02/2010,2010,2-Tuesday,15,-1.375975,50.94216
2014100079214,1,1,Slight,931,Northumbria,Yes,Rural,Single carriageway,Ice,Fine,Daylight,12/02/2014,2014,3-Wednesday,7,-2.26564,54.952504
2006620152031,1,1,Slight,300,South Wales,Yes,Urban,Single carriageway,Dry,Fine,Daylight,29/05/2006,2006,1-Monday,14,-3.593178,51.506972
201197BD01705,2,1,Slight,174,Strathclyde,No,Rural,Roundabout,Dry,Fine,Daylight,20/05/2011,2011,5-Friday,16,-4.089753,55.853087
200806F007448,1,1,Slight,791,Greater Manchester,No,Urban,Single carriageway,Wet,Raining,Darkness,21/12/2008,2008,7-Sunday,17,-2.252692,53.510358
2008170S11508,1,1,Slight,53,Cleveland,Yes,Urban,Single carriageway,Dry,Fine,Daylight,31/05/2008,2008,6-Saturday,17,-1.36017,54.583242
200620J035501,2,3+,Slight,1042.5,West Midlands,Yes,Urban,Dual carriageway,Dry,Fine,Darkness,09/04/2006,2006,7-Sunday,21,-2.086058,52.531388
200932C073609,2,1,Serious,4150.5,Lincolnshire,No,Urban,Single carriageway,Dry,Fine,Darkness,17/03/2009,2009,2-Tuesday,21,5.23e-4,53.365682
2008070265925,2,1,Slight,1132.5,Cheshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,02/09/2008,2008,2-Tuesday,10,-3.021333,53.298613
200805AA22415,2,1,Slight,1281,Merseyside,Yes,Urban,Single carriageway,Dry,Fine,Daylight,08/01/2008,2008,2-Tuesday,13,-3.107687,53.394208
2008558B00832,2,1,Slight,658.5,Dorset,Yes,Urban,Single carriageway,Wet,Fog,Darkness,23/01/2008,2008,3-Wednesday,0,-1.850276,50.751379
201122F101725,2,1,Slight,747,West Mercia,Yes,Rural,Single carriageway,Dry,Fine,Daylight,30/04/2011,2011,6-Saturday,16,-2.731037,52.745913
200811SC23438,2,1,Serious,12526.5,Durham,Yes,Rural,Single carriageway,Dry,Fine,Daylight,20/09/2008,2008,6-Saturday,7,-2.179753,54.652651
2009470901560,1,1,Slight,73,Sussex,Yes,Rural,Single carriageway,Dry,Fine,Darkness,27/02/2009,2009,5-Friday,21,-0.469951,50.999544
201101KG70008,2,1,Slight,1051.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Darkness,27/01/2011,2011,4-Thursday,22,0.14693,51.556865
200643W207066,2,1,Slight,480,Thames Valley,Yes,Urban,Single carriageway,Wet,Raining,Daylight,26/06/2006,2006,1-Monday,15,-0.95626,51.453531
200550E21F789,3+,1,Slight,1724,Devon and Cornwall,Yes,Urban,Single carriageway,Dry,Fine,Daylight,01/05/2005,2005,7-Sunday,19,-4.163933,50.390418
201401RG40172,1,1,Slight,608,Metropolitan Police,Yes,Urban,Single carriageway,Wet,Fine,Daylight,12/03/2014,2014,3-Wednesday,7,0.026864,51.461878
2012160C08261,1,1,Slight,274,Humberside,Yes,Urban,Single carriageway,Wet,Fine,Daylight,17/12/2012,2012,1-Monday,13,-0.416352,53.7448
2013471301187,2,1,Slight,825,Sussex,Yes,Urban,Single carriageway,Dry,Fine,Daylight,05/03/2013,2013,2-Tuesday,16,0.289116,50.775466
2014621400473,2,2,Slight,1710,South Wales,Yes,Rural,Single carriageway,Dry,Fine,Daylight,11/03/2014,2014,2-Tuesday,7,-3.684983,51.522145
201420M001444,2,1,Slight,417,West Midlands,Yes,Urban,Roundabout,Wet,Raining,Darkness,28/01/2014,2014,2-Tuesday,7,-1.465676,52.377828
200514F058005,1,2,Slight,390,South Yorkshire,No,Urban,Dual carriageway,Wet,Fine,Daylight,16/05/2005,2005,1-Monday,16,-1.501206,53.402619
200550B62B139,1,1,Slight,557,Devon and Cornwall,No,Rural,Single carriageway,Dry,Fine,Daylight,13/01/2005,2005,4-Thursday,8,-4.204128,50.37734
201020T508990,3+,2,Slight,2790,West Midlands,No,Urban,Single carriageway,Snow,Fog,Darkness,27/12/2010,2010,1-Monday,21,-1.767451,52.455403
200501HT20791,2,1,Slight,1474.5,Metropolitan Police,Yes,Urban,Single carriageway,Wet,Raining,Daylight,15/11/2005,2005,2-Tuesday,8,-0.022694,51.501034
200601VW40345,2,1,Slight,510,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,18/09/2006,2006,1-Monday,16,-0.14436,51.400235
2015460252862,2,1,Slight,1182,Kent,Yes,Urban,Single carriageway,Dry,Fine,Daylight,04/02/2015,2015,3-Wednesday,9,0.500074,51.389202
201306E077830,2,1,Serious,13638,Greater Manchester,Yes,Urban,Single carriageway,Dry,Fine,Darkness,28/09/2013,2013,6-Saturday,22,-2.195431,53.453119
2009610023809,2,1,Serious,14913,Gwent,Yes,Urban,Single carriageway,Wet,Raining,Darkness,27/01/2009,2009,2-Tuesday,19,-3.100776,51.607401
200706N069636,3+,2,Slight,1487.5,Greater Manchester,Yes,Rural,Single carriageway,Dry,Fine,Daylight,30/03/2007,2007,5-Friday,16,-2.250212,53.550003
2009460071638,2,1,Slight,1434,Kent,Yes,Urban,Single carriageway,Dry,Fine,Daylight,01/05/2009,2009,5-Friday,6,0.574562,51.347337
201291NM04380,2,1,Serious,12802.5,Northern,Yes,Rural,Single carriageway,Dry,Fine,Daylight,29/04/2012,2012,7-Sunday,12,-3.974414,57.571577
2011160C01041,2,1,Slight,1414.5,Humberside,Yes,Rural,Single carriageway,Dry,Fine,Daylight,20/02/2011,2011,7-Sunday,16,-0.915878,53.818251
2005070502011,2,2,Serious,3126,Cheshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,12/05/2005,2005,4-Thursday,16,-2.58611,53.248779999999996
2008960800833,3+,1,Slight,512.5,Central,Yes,Rural,Single carriageway,Dry,Fine,Daylight,24/03/2008,2008,1-Monday,16,-4.05374,56.190346
2010130006558,1,1,Slight,315,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,18/10/2010,2010,1-Monday,8,-1.531229,53.81738
2013213001453,1,1,Slight,363,Staffordshire,Yes,Rural,Single carriageway,Ice,Fine,Darkness,14/03/2013,2013,4-Thursday,2,-2.173398,52.627593
200743P175037,2,1,Slight,1095,Thames Valley,Yes,Urban,Single carriageway,Dry,Fine,Daylight,11/03/2007,2007,7-Sunday,14,-1.27211,51.791305
200901JI40648,1,1,Slight,947,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,24/11/2009,2009,2-Tuesday,8,0.08888,51.558812
200701KD66133,1,1,Serious,3776,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,24/08/2007,2007,5-Friday,6,0.182532,51.574284
200701TW60123,1,1,Slight,325,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,20/04/2007,2007,5-Friday,8,-0.331581,51.450531
200604EA06243,1,1,Slight,42,Lancashire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,27/07/2006,2006,4-Thursday,7,-2.498759,53.764588
20063102C3428,1,1,Slight,308,Nottinghamshire,Yes,Urban,Single carriageway,Dry,Fine,Darkness,06/11/2006,2006,1-Monday,17,-1.166726,53.007021
2008100016108,1,1,Slight,885,Northumbria,Yes,Urban,Dual carriageway,Wet,Fine,Daylight,08/01/2008,2008,2-Tuesday,12,-1.623684,54.967093
201032D048710,1,1,Slight,483,Lincolnshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,17/02/2010,2010,3-Wednesday,12,-0.533845,53.219539
201150JN2F003,2,1,Slight,958.5,Devon and Cornwall,Yes,Rural,Single carriageway,Dry,Fine,Daylight,03/10/2011,2011,1-Monday,12,-3.560754,50.512798
201101PL60307,2,2,Slight,464,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,01/06/2011,2011,3-Wednesday,6,0.0203,51.430605
201063DP13910,1,1,Slight,13,Dyfed-Powys,Yes,Rural,Single carriageway,Dry,Fine,Daylight,23/05/2010,2010,7-Sunday,13,-3.233152,52.226499
2014440196001,2,1,Serious,4887,Hampshire,Yes,Urban,Single carriageway,Wet,Fine,Daylight,04/06/2014,2014,3-Wednesday,9,-1.078679,50.81013
2005940500275,2,1,Slight,1200,Fife,Yes,Rural,Single carriageway,Dry,Fine,Daylight,03/02/2005,2005,4-Thursday,17,-3.159819,56.163865
201501YR90494,2,1,Slight,114,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fog,Daylight,06/06/2015,2015,6-Saturday,19,-0.115457,51.596497
2007170M12607,2,1,Slight,693,Cleveland,Yes,Urban,Single carriageway,Dry,Fine,Daylight,24/10/2007,2007,3-Wednesday,17,-1.262433,54.53748
200722CA87387,2,3+,Slight,167.5,West Mercia,Yes,Rural,Dual carriageway,Dry,Fine,Darkness,15/12/2007,2007,6-Saturday,2,-2.184505,52.17247
201214K072412,1,1,Slight,791,South Yorkshire,Yes,Urban,Roundabout,Dry,Fine,Darkness,21/03/2012,2012,3-Wednesday,0,-1.415247,53.375082
201006A034712,1,1,Slight,586,Greater Manchester,No,Urban,Single carriageway,Dry,Fine,Daylight,09/07/2010,2010,5-Friday,16,-2.236404,53.482797
2014131980243,2,1,Slight,436.5,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,08/09/2014,2014,1-Monday,11,-1.773665,53.653463
2015120168513,1,1,Slight,217,North Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,23/09/2015,2015,3-Wednesday,18,-0.621817,54.169284
201506J000683,2,2,Slight,184,Greater Manchester,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,13/04/2015,2015,1-Monday,7,-2.216547,53.373093
20064100D0668,2,1,Slight,1321.5,Hertfordshire,No,Urban,Single carriageway,Dry,Fine,Daylight,30/07/2006,2006,7-Sunday,18,-0.558644,51.761973
201001BS70498,2,1,Slight,463.5,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,07/09/2010,2010,2-Tuesday,7,-0.215327,51.504933
200930D000317,1,1,Slight,76,Derbyshire,No,Urban,Single carriageway,Dry,Fine,Daylight,29/04/2009,2009,3-Wednesday,8,-1.444685,52.889982
200897BD70506,1,1,Slight,529,Strathclyde,Yes,Urban,Dual carriageway,Wet,Raining,Daylight,27/06/2008,2008,5-Friday,17,-4.147549,55.869707
200811NG11858,1,1,Slight,810,Durham,No,Urban,Single carriageway,Dry,Fine,Daylight,12/05/2008,2008,1-Monday,8,-1.598139,54.88164
2007950000036,2,1,Slight,1263,Lothian and Borders,Yes,Urban,Single carriageway,Wet,Fine,Daylight,02/01/2007,2007,2-Tuesday,15,-3.070051,55.894394
2012350203812,2,1,Slight,84,Cambridgeshire,No,Rural,Single carriageway,Dry,Fine,Daylight,06/05/2012,2012,7-Sunday,18,-0.005362,52.296022
2005555P00360,1,3+,Fatal,114904,Dorset,Yes,Urban,Single carriageway,Dry,Fine,Darkness,23/01/2005,2005,7-Sunday,18,-1.946127,50.72934
2005120920308,1,1,Slight,839,North Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,02/04/2005,2005,6-Saturday,10,-1.401683,54.092827
201001LX50477,2,3+,Slight,2490,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Darkness,12/06/2010,2010,6-Saturday,3,-0.129431,51.431382
200901PY20705,1,1,Slight,56,Metropolitan Police,No,Urban,Single carriageway,Dry,Fine,Darkness,05/10/2009,2009,1-Monday,19,0.115245,51.396195
2007100722807,2,1,Serious,4579.5,Northumbria,Yes,Urban,Single carriageway,Dry,Fine,Darkness,14/10/2007,2007,7-Sunday,4,-1.417902,54.928539
200742I276807,2,1,Slight,1440,Essex,Yes,Urban,Single carriageway,Dry,Fine,Daylight,11/07/2007,2007,3-Wednesday,13,0.505213,51.560551
200820J500501,2,1,Slight,271.5,West Midlands,Yes,Urban,Single carriageway,Wet,Fog,Darkness,19/12/2008,2008,5-Friday,7,-2.112651,52.496304
201401ID60041,2,1,Slight,852,Metropolitan Police,Yes,Urban,Roundabout,Dry,Fine,Daylight,02/08/2014,2014,6-Saturday,19,-0.443304,51.457824
20093102A2371,1,1,Slight,139,Nottinghamshire,Yes,Urban,Single carriageway,Wet,Fine,Darkness,26/08/2009,2009,3-Wednesday,21,-1.220032,53.141865
201243S049012,2,2,Slight,1812,Thames Valley,Yes,Rural,Single carriageway,Dry,Fine,Darkness,15/01/2012,2012,7-Sunday,17,-0.700417,51.991833
201306J078375,1,1,Slight,403,Greater Manchester,No,Urban,Single carriageway,Dry,Fine,Darkness,22/09/2013,2013,7-Sunday,21,-2.169474,53.401293
200901VK30410,2,1,Slight,856.5,Metropolitan Police,Yes,Rural,Single carriageway,Wet,Raining,Darkness,22/11/2009,2009,7-Sunday,0,-0.318182,51.341169
20073102B0420,2,1,Slight,787.5,Nottinghamshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,19/02/2007,2007,1-Monday,11,-0.93855,53.322264
2015132AP1472,3+,1,Slight,4,West Yorkshire,Yes,Rural,Dual carriageway,Dry,Fine,Darkness,25/10/2015,2015,7-Sunday,18,-1.265982,53.684646
200550E31F622,2,1,Slight,799.5,Devon and Cornwall,No,Urban,Single carriageway,Dry,Fine,Daylight,16/05/2005,2005,1-Monday,16,-4.148103,50.395029
200806M005942,2,3+,Slight,1062.5,Greater Manchester,Yes,Urban,Single carriageway,Wet,Fine,Daylight,21/11/2008,2008,5-Friday,12,-2.314204,53.447561
2010100802610,2,1,Slight,892.5,Northumbria,Yes,Rural,Single carriageway,Wet,Raining,Darkness,08/11/2010,2010,1-Monday,17,-1.470928,55.026015
201401WW51066,2,1,Slight,696,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,13/12/2014,2014,6-Saturday,11,-0.149976,51.424964
20073102D2626,1,1,Slight,219,Nottinghamshire,Yes,Urban,Single carriageway,Dry,Fine,Darkness,03/08/2007,2007,5-Friday,21,-1.129232,53.003876
2013331301104,2,1,Serious,13879.5,Leicestershire,Yes,Urban,Roundabout,Dry,Fine,Daylight,07/07/2013,2013,7-Sunday,11,-1.18882,52.630499
20054100B0268,2,1,Slight,1360.5,Hertfordshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,16/04/2005,2005,6-Saturday,17,-0.184647,51.808497
2015300015489,1,1,Serious,7404,Derbyshire,Yes,Urban,Single carriageway,Wet,Raining,Daylight,22/08/2015,2015,6-Saturday,19,-1.415609,53.239095
200901XH30704,2,2,Slight,1774,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Darkness,25/10/2009,2009,7-Sunday,17,-0.403103,51.512586
2008160C00770,2,2,Slight,1136,Humberside,Yes,Rural,Single carriageway,Ice,Fine,Darkness,14/02/2008,2008,4-Thursday,21,-0.621689,53.812085
2006950003167,2,3+,Slight,450,Lothian and Borders,Yes,Urban,Single carriageway,Dry,Fine,Daylight,12/04/2006,2006,3-Wednesday,8,-3.257696,55.960643
2008130622408,1,1,Serious,3234,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Darkness,22/07/2008,2008,2-Tuesday,23,-1.517054,53.808426
201306N080778,2,2,Slight,144,Greater Manchester,Yes,Urban,Single carriageway,Wet,Fine,Darkness,26/11/2013,2013,2-Tuesday,7,-2.33349,53.564452
201301HT20405,2,1,Slight,436.5,Metropolitan Police,No,Urban,Single carriageway,Dry,Fine,Daylight,22/05/2013,2013,3-Wednesday,7,-0.025986,51.501539
201334WS27953,1,1,Slight,168,Northamptonshire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,29/11/2013,2013,5-Friday,15,-1.082205,52.145758
2011610005411,2,2,Slight,14,Gwent,No,Urban,Single carriageway,Wet,Raining,Darkness,05/02/2011,2011,6-Saturday,20,-3.172345,51.789871
200542A070412,1,1,Slight,840,Essex,Yes,Rural,Single carriageway,Wet,Fog,Darkness,01/12/2005,2005,4-Thursday,21,0.589904,51.980591
2005460113443,2,2,Serious,16488,Kent,Yes,Rural,Single carriageway,Dry,Fine,Daylight,27/07/2005,2005,3-Wednesday,16,0.635341,51.114746
200501TD00095,3+,1,Slight,390,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,04/05/2005,2005,3-Wednesday,7,-0.117236,51.392068
2014545463314,2,1,Slight,423,Wiltshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,16/06/2014,2014,1-Monday,18,-1.813949,51.291671
200701RG68974,3+,2,Slight,2335,Metropolitan Police,Yes,Urban,Dual carriageway,Wet,Fine,Daylight,02/07/2007,2007,1-Monday,16,0.101715,51.499229
2010471001981,3+,3+,Slight,2463,Sussex,No,Rural,Single carriageway,Dry,Fine,Darkness,26/03/2010,2010,5-Friday,19,0.116633,50.94218
2014360082105,1,2,Serious,14232,Norfolk,Yes,Urban,One way street,Dry,Fine,Daylight,11/07/2014,2014,5-Friday,15,1.725738,52.606566
201243R043062,1,3+,Slight,2373,Thames Valley,Yes,Rural,Roundabout,Dry,Fine,Daylight,06/06/2012,2012,3-Wednesday,13,-0.66291,51.449653
201363AC42813,1,1,Fatal,21694,Dyfed-Powys,Yes,Rural,Single carriageway,Wet,Raining,Darkness,08/12/2013,2013,7-Sunday,3,-3.843771,51.976568
2014621400573,1,1,Slight,482,South Wales,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,22/03/2014,2014,6-Saturday,15,-3.189132,51.481461
2008330806314,1,1,Slight,620,Leicestershire,No,Urban,Single carriageway,Dry,Fog,Darkness,26/09/2008,2008,5-Friday,19,-1.179084,52.574333
201301HT20341,2,1,Slight,1120.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,29/04/2013,2013,1-Monday,19,-0.02357,51.527398
2011471106108,1,1,Slight,81,Sussex,Yes,Urban,Single carriageway,Dry,Fine,Darkness,29/09/2011,2011,4-Thursday,22,-0.144235,50.822057
20073102D4032,2,1,Slight,1006.5,Nottinghamshire,No,Urban,Single carriageway,Dry,Fine,Darkness,27/10/2007,2007,6-Saturday,20,-1.102213,52.970144
201097QC01010,1,1,Slight,696,Strathclyde,Yes,Rural,Single carriageway,Dry,Fine,Darkness,10/10/2010,2010,7-Sunday,0,-3.652664,55.468902
2006070602207,2,1,Serious,12361.5,Cheshire,Yes,Rural,Unknown,Dry,Fine,Daylight,08/06/2006,2006,4-Thursday,17,-2.402646,53.198573
2005470510840,2,1,Slight,1461,Sussex,No,Rural,Single carriageway,Dry,Fine,Daylight,08/12/2005,2005,4-Thursday,11,-0.433867,50.822348
2011370333211,2,3+,Slight,30,Suffolk,Yes,Rural,Dual carriageway,Dry,Fine,Daylight,24/08/2011,2011,3-Wednesday,11,1.725498,52.523018
201001EO40007,1,1,Slight,505,Metropolitan Police,Yes,Urban,Single carriageway,Ice,Fine,Daylight,06/01/2010,2010,3-Wednesday,16,-0.107495,51.544339
201301PL60608,1,1,Slight,733,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,16/09/2013,2013,1-Monday,7,-0.037967,51.487622
200897GB21410,2,1,Slight,387,Strathclyde,Yes,Urban,Dual carriageway,Wet,Fine,Daylight,14/10/2008,2008,2-Tuesday,8,-4.343069,55.806459
200791NH01162,1,1,Slight,109,Northern,Yes,Rural,Single carriageway,Wet,Fog,Darkness,24/02/2007,2007,6-Saturday,1,-6.363803,58.213216
2012621201031,2,1,Slight,972,South Wales,Yes,Urban,Single carriageway,Dry,Fine,Daylight,01/10/2012,2012,1-Monday,14,-3.272665,51.407117
200814K122208,1,1,Slight,920,South Yorkshire,No,Urban,One way street,Dry,Fine,Daylight,24/07/2008,2008,4-Thursday,9,-1.464137,53.384031
201101KF60392,2,1,Serious,4194,Metropolitan Police,No,Urban,Single carriageway,Dry,Fine,Daylight,14/07/2011,2011,4-Thursday,8,0.0381,51.529849
2009440209283,1,1,Slight,380,Hampshire,Yes,Rural,Single carriageway,Wet,Raining,Daylight,15/05/2009,2009,5-Friday,18,-1.325425,51.257603
200501SX20326,1,1,Slight,69,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,10/05/2005,2005,2-Tuesday,18,-0.229882,51.571789
200640C016670,2,1,Slight,1281,Bedfordshire,No,Urban,Single carriageway,Dry,Fine,Daylight,06/07/2006,2006,4-Thursday,17,-0.410231,51.88226
201105AA02109,1,1,Slight,976,Merseyside,Yes,Urban,Single carriageway,Dry,Fine,Daylight,12/03/2011,2011,6-Saturday,17,-3.079592,53.371543
2012331206398,2,2,Slight,1724,Leicestershire,No,Urban,Single carriageway,Dry,Fine,Daylight,14/11/2012,2012,3-Wednesday,15,-1.222362,52.767731
201120J008321,1,1,Serious,5691,West Midlands,Yes,Urban,Single carriageway,Wet,Raining,Daylight,22/07/2011,2011,5-Friday,18,-2.120872,52.540077
2015120025126,1,2,Serious,12585,North Yorkshire,Yes,Rural,Dual carriageway,Dry,Fine,Daylight,14/02/2015,2015,6-Saturday,14,-1.020299,53.982154
201501PY20661,2,2,Slight,1202,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,14/09/2015,2015,1-Monday,8,0.111856,51.394964
2012130068187,1,1,Serious,7869,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Darkness,13/02/2012,2012,1-Monday,17,-1.840505,53.850817
201506E009570,1,1,Slight,620,Greater Manchester,No,Urban,Single carriageway,Wet,Raining,Darkness,03/12/2015,2015,4-Thursday,20,-2.195269,53.452948
20154100G0405,2,2,Slight,684,Hertfordshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,02/08/2015,2015,7-Sunday,11,-0.276015,51.941029
2005130037505,1,2,Slight,1201.5,West Yorkshire,Yes,Rural,Single carriageway,Wet,Fine,Darkness,16/01/2005,2005,7-Sunday,0,-1.910985,53.876506
2009460171346,2,1,Slight,952.5,Kent,Yes,Urban,Single carriageway,Dry,Fine,Daylight,27/04/2009,2009,1-Monday,7,0.347762,51.442129
200820Z005101,3+,1,Slight,676,West Midlands,No,Rural,Dual carriageway,Dry,Fine,Daylight,06/02/2008,2008,3-Wednesday,16,-1.971229,52.519279
201130D000946,2,1,Slight,970.5,Derbyshire,Yes,Urban,Single carriageway,Wet,Fine,Daylight,17/09/2011,2011,6-Saturday,17,-1.457519,52.897772
2012120011337,1,1,Slight,220,North Yorkshire,No,Rural,Roundabout,Wet,Fine,Darkness,22/01/2012,2012,7-Sunday,2,-1.432169,54.006690999999996
200943P176049,2,1,Slight,396,Thames Valley,Yes,Urban,Single carriageway,Dry,Fine,Daylight,20/04/2009,2009,1-Monday,18,-1.191868,51.762188
201150JC3H044,2,2,Slight,658,Devon and Cornwall,Yes,Rural,Single carriageway,Wet,Raining,Daylight,09/12/2011,2011,5-Friday,16,-3.671531,50.580944
2007131033007,1,1,Slight,127,West Yorkshire,No,Urban,Single carriageway,Dry,Fine,Daylight,27/11/2007,2007,2-Tuesday,13,-1.571791,53.772052
2013542650213,2,2,Slight,1854,Wiltshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,19/03/2013,2013,2-Tuesday,12,-2.138911,51.169696
200897GA04006,1,2,Slight,25.5,Strathclyde,Yes,Urban,Dual carriageway,Wet,Raining,Darkness,28/06/2008,2008,6-Saturday,0,-4.297062,55.849031
