accident_id,num_vehicles,num_casualties,accident_severity,accident_damages,police_department,police_attended,urban_vs_rural,road_type,road_conditions,weather_conditions,light_conditions,date,year,weekday,hour,longitude,latitude
2010210006253,2,2,Slight,1614,Staffordshire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,08/10/2010,2010,5-Friday,7,-2.224073,52.942399
2015460262133,1,1,Serious,8191,Kent,Yes,Rural,Dual carriageway,Wet,Fine,Daylight,22/09/2015,2015,2-Tuesday,14,0.506567,51.320451
2015132470750,2,1,Slight,792,West Yorkshire,No,Rural,Single carriageway,Dry,Fine,Daylight,07/04/2015,2015,2-Tuesday,12,-1.425765,53.688215
201001KF60299,1,1,Serious,4311,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,23/05/2010,2010,7-Sunday,15,0.049187,51.545573
2009460172031,2,1,Slight,586.5,Kent,No,Urban,Single carriageway,Dry,Fine,Daylight,13/05/2009,2009,3-Wednesday,11,0.550394,51.245695
2014120060121,3+,3+,Slight,2215.5,North Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,16/04/2014,2014,3-Wednesday,10,-1.547245,54.006812
200504F007605,1,1,Slight,241,Lancashire,No,Urban,Single carriageway,Dry,Fine,Daylight,29/01/2005,2005,6-Saturday,13,-2.238028,53.799185
201442I335509,2,3+,Serious,15352.5,Essex,Yes,Rural,Single carriageway,Dry,Fine,Darkness,27/09/2014,2014,6-Saturday,22,-0.005215,51.656619
201001JC39029,1,1,Slight,645,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,06/12/2010,2010,1-Monday,8,-0.019999,51.583092
2008120940102,2,2,Serious,7176,North Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,03/04/2008,2008,4-Thursday,8,-1.112419,53.761621
2011941101738,2,2,Slight,244,Fife,No,Urban,Single carriageway,Dry,Fine,Daylight,26/09/2011,2011,1-Monday,17,-3.412863,56.051336
2007440079091,2,1,Slight,819,Hampshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,19/02/2007,2007,1-Monday,9,-1.356771,50.920654
201201MM70348,2,1,Slight,37.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Darkness,13/05/2012,2012,7-Sunday,1,-0.089179,51.440985
2015300012914,1,1,Serious,5130,Derbyshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,24/03/2015,2015,2-Tuesday,8,-1.431372,52.964823
2015544718815,3+,1,Slight,259,Wiltshire,Yes,Rural,Single carriageway,Wet,Raining,Darkness,31/05/2015,2015,7-Sunday,0,-1.720822,51.454398
2015520505772,1,1,Slight,801,Avon and Somerset,Yes,Rural,Slip road,Wet,Raining,Darkness,24/07/2015,2015,5-Friday,23,-3.094373,50.966429
2005460117786,2,1,Slight,204,Kent,Yes,Rural,Roundabout,Wet,Raining,Darkness,06/11/2005,2005,7-Sunday,16,1.063499,51.281233
2007120260354,2,1,Slight,268.5,North Yorkshire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,26/01/2007,2007,5-Friday,15,-1.529314,54.460085
200505EE01863,1,1,Slight,543,Merseyside,Yes,Urban,Single carriageway,Dry,Fine,Darkness,13/10/2005,2005,4-Thursday,21,-2.970632,53.424975
201143R020091,3+,3+,Slight,2187,Thames Valley,Yes,Rural,Dual carriageway,Dry,Fine,Daylight,04/09/2011,2011,7-Sunday,16,-0.506751,51.494079
200734WN48687,2,2,Slight,786,Northamptonshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,04/10/2007,2007,4-Thursday,11,-0.897145,52.253773
2012521204648,2,1,Slight,25.5,Avon and Somerset,Yes,Urban,Single carriageway,Dry,Fine,Daylight,09/07/2012,2012,1-Monday,7,-2.576749,51.507022
2007330707608,1,1,Slight,614,Leicestershire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,31/10/2007,2007,3-Wednesday,23,-1.118121,52.729604
2005470501145,2,1,Slight,3,Sussex,Yes,Urban,Roundabout,Wet,Snowing,Darkness,21/02/2005,2005,1-Monday,21,0.558554,50.875495
201250BB2F015,1,1,Slight,675,Devon and Cornwall,Yes,Rural,Single carriageway,Wet,Fine,Daylight,15/11/2012,2012,4-Thursday,6,-4.6665469999999996,50.507068
2015549103815,2,1,Slight,1372.5,Wiltshire,No,Rural,Single carriageway,Dry,Fine,Darkness,07/10/2015,2015,3-Wednesday,18,-2.147789,51.344642
200901SX20546,2,3+,Slight,1485,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,13/06/2009,2009,6-Saturday,13,-0.258476,51.608996
2009950001123,1,2,Serious,14775,Lothian and Borders,No,Rural,Single carriageway,Wet,Fog,Daylight,14/02/2009,2009,6-Saturday,4,-3.650217,55.841165
2010400D00434,2,3+,Slight,1563,Bedfordshire,Yes,Rural,Dual carriageway,Wet,Raining,Darkness,07/02/2010,2010,7-Sunday,16,-0.44353,51.873084
2008440191541,2,1,Slight,588,Hampshire,No,Rural,Single carriageway,Dry,Fine,Daylight,03/05/2008,2008,6-Saturday,9,-1.142706,51.226823
2015440307158,1,1,Slight,53,Hampshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,04/09/2015,2015,5-Friday,16,-1.061493,50.799322
200720L162601,2,1,Slight,1471.5,West Midlands,Yes,Urban,Dual carriageway,Dry,Fine,Darkness,03/02/2007,2007,6-Saturday,20,-1.736987,52.480422
2015420034695,2,2,Slight,1740,Essex,No,Urban,Single carriageway,Dry,Fine,Daylight,06/12/2015,2015,7-Sunday,14,0.07663,51.651761
201442I201206,2,1,Slight,1000.5,Essex,No,Rural,Single carriageway,Dry,Fine,Daylight,19/06/2014,2014,4-Thursday,17,0.434384,51.867255
200801HT76441,2,1,Serious,1941,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,10/12/2008,2008,3-Wednesday,11,-0.055716,51.527485
20154100F0040,1,1,Slight,316,Hertfordshire,No,Urban,Single carriageway,Dry,Fine,Daylight,30/01/2015,2015,5-Friday,8,-0.36902,51.825093
200642J010103,2,1,Serious,13272,Essex,Yes,Urban,Single carriageway,Dry,Fine,Daylight,20/03/2006,2006,1-Monday,13,0.66636,51.59711
2015100703915,2,1,Slight,1105.5,Northumbria,No,Rural,Single carriageway,Wet,Fine,Daylight,21/08/2015,2015,5-Friday,18,-1.624454,55.175355
2012610037812,2,1,Slight,913.5,Gwent,Yes,Urban,Single carriageway,Dry,Fine,Daylight,14/07/2012,2012,6-Saturday,17,-3.049331,51.699768
201350EC2J009,2,1,Slight,795,Devon and Cornwall,No,Urban,Roundabout,Wet,Fine,Daylight,14/05/2013,2013,2-Tuesday,8,-4.125834,50.370281
20063102B2913,2,1,Slight,541.5,Nottinghamshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,18/10/2006,2006,3-Wednesday,14,-0.906825,53.35344
201406E093372,1,1,Slight,446,Greater Manchester,Yes,Urban,Single carriageway,Dry,Fine,Daylight,31/10/2014,2014,5-Friday,13,-2.19684,53.451885
201520L006065,1,2,Slight,972,West Midlands,Yes,Urban,Single carriageway,Dry,Fine,Darkness,02/10/2015,2015,5-Friday,22,-1.75102,52.497474
2006360034838,2,2,Slight,1986,Norfolk,Yes,Rural,Single carriageway,Wet,Raining,Daylight,01/04/2006,2006,6-Saturday,14,0.863311,52.836698
2009950006690,2,1,Slight,420,Lothian and Borders,Yes,Rural,Single carriageway,Dry,Fine,Daylight,13/09/2009,2009,7-Sunday,17,-2.644383,55.566243
2007557B04709,1,1,Serious,5948,Dorset,Yes,Urban,Single carriageway,Dry,Fine,Daylight,04/10/2007,2007,4-Thursday,17,-1.827691,50.725268
200637G020289,1,1,Slight,300,Suffolk,Yes,Rural,Single carriageway,Dry,Fine,Darkness,02/07/2006,2006,7-Sunday,1,1.115145,52.142613
200997KC04404,1,1,Slight,101,Strathclyde,No,Urban,Single carriageway,Dry,Fog,Daylight,27/04/2009,2009,1-Monday,16,-4.688792,55.934124
2013130168519,1,2,Slight,669,West Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,22/04/2013,2013,1-Monday,21,-1.468976,53.789159
200701TE00055,2,2,Serious,19298,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,16/03/2007,2007,5-Friday,16,-0.408292,51.491884
200697UC06112,1,1,Serious,5689,Strathclyde,No,Rural,Single carriageway,Dry,Fine,Darkness,09/12/2006,2006,6-Saturday,23,-4.525849,55.637002
201501RY10170,2,1,Slight,1261.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,09/05/2015,2015,6-Saturday,10,0.123471,51.416067
2007070701468,2,1,Slight,1396.5,Cheshire,No,Rural,Single carriageway,Dry,Fine,Daylight,16/04/2007,2007,1-Monday,12,-2.463362,53.387031
201363AC29613,2,1,Slight,553.5,Dyfed-Powys,Yes,Rural,Roundabout,Dry,Fine,Daylight,26/08/2013,2013,1-Monday,8,-4.626234,51.820875
201497NA02404,1,1,Serious,2039,Strathclyde,Yes,Rural,Dual carriageway,Dry,Fine,Daylight,17/04/2014,2014,4-Thursday,14,-3.922894,55.881269
2011160B02531,1,1,Serious,1148,Humberside,Yes,Rural,Single carriageway,Dry,Fine,Daylight,27/06/2011,2011,1-Monday,14,-0.378291,53.680134
20124100G0659,2,1,Slight,576,Hertfordshire,Yes,Rural,Single carriageway,Wet,Raining,Darkness,25/11/2012,2012,7-Sunday,19,-0.250556,51.964339
201506Q003744,1,1,Slight,413,Greater Manchester,Yes,Urban,Single carriageway,Dry,Fine,Daylight,15/07/2015,2015,3-Wednesday,11,-2.094349,53.575672
2013521303881,1,2,Serious,11763,Avon and Somerset,Yes,Urban,Single carriageway,Dry,Fine,Darkness,07/06/2013,2013,5-Friday,0,-2.934461,51.3559
20144100C1012,2,1,Slight,1348.5,Hertfordshire,Yes,Urban,Single carriageway,Wet,Raining,Daylight,06/10/2014,2014,1-Monday,12,-0.42751,51.619835
201334WS04163,2,1,Slight,753,Northamptonshire,Yes,Rural,Single carriageway,Wet,Fine,Darkness,09/02/2013,2013,6-Saturday,17,-0.936655,52.176004
2014120106793,2,1,Slight,1446,North Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,30/06/2014,2014,1-Monday,10,-1.186219,54.469227
2008330806405,1,1,Slight,316,Leicestershire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,05/10/2008,2008,7-Sunday,14,-0.727448,52.55173
2009460180936,2,2,Slight,1100,Kent,Yes,Rural,Single carriageway,Snow,Snowing,Daylight,17/12/2009,2009,4-Thursday,13,0.295613,51.395137
201104CJ11136,2,1,Slight,1183.5,Lancashire,Yes,Rural,Single carriageway,Wet,Raining,Darkness,28/12/2011,2011,3-Wednesday,18,-2.865009,53.705122
2005131123305,3+,1,Slight,928,West Yorkshire,No,Urban,Single carriageway,Wet,Fog,Daylight,05/12/2005,2005,1-Monday,9,-1.78605,53.678608
201401JC30317,2,1,Slight,778.5,Metropolitan Police,No,Urban,Single carriageway,Dry,Fine,Daylight,07/05/2014,2014,3-Wednesday,18,-0.010899,51.573317
200532D501205,2,3+,Slight,1512.5,Lincolnshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,04/03/2005,2005,5-Friday,16,-0.55824,53.233501
2010120127555,2,1,Slight,933,North Yorkshire,No,Urban,Single carriageway,Dry,Fine,Daylight,28/07/2010,2010,3-Wednesday,18,-1.09071,53.965764
201001ZD30589,2,2,Slight,986,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Darkness,17/07/2010,2010,6-Saturday,22,-0.115267,51.404986
2006470603987,2,1,Slight,951,Sussex,Yes,Rural,Single carriageway,Wet,Raining,Daylight,16/05/2006,2006,2-Tuesday,17,0.08409,50.886104
200704CM07213,2,1,Slight,847.5,Lancashire,Yes,Urban,Single carriageway,Wet,Raining,Darkness,20/11/2007,2007,2-Tuesday,23,-2.662227,53.731349
200514F142705,2,1,Slight,114,South Yorkshire,Yes,Urban,Single carriageway,Ice,Fog,Daylight,23/11/2005,2005,3-Wednesday,9,-1.507039,53.405429
201101PL60188,2,1,Slight,115.5,Metropolitan Police,Yes,Urban,Roundabout,Dry,Fine,Daylight,06/04/2011,2011,3-Wednesday,7,0.008988,51.464613
2008100717208,2,3+,Slight,482.5,Northumbria,Yes,Urban,Single carriageway,Wet,Raining,Daylight,09/10/2008,2008,4-Thursday,17,-1.396641,54.910192
2011984119711,1,1,Serious,4211,Dumfries and Galloway,Yes,Rural,Single carriageway,Wet,Raining,Daylight,23/05/2011,2011,1-Monday,17,-3.343435,54.98497
201045TA48699,2,1,Slight,1035,Surrey,Yes,Urban,Single carriageway,Wet,Snowing,Daylight,08/02/2010,2010,1-Monday,7,-0.073225,51.307088
201020K016010,2,1,Slight,340.5,West Midlands,No,Urban,Roundabout,Snow,Snowing,Darkness,02/12/2010,2010,4-Thursday,19,-2.017498,52.50193
2011521104362,2,1,Slight,444,Avon and Somerset,No,Urban,Single carriageway,Dry,Fine,Daylight,21/07/2011,2011,4-Thursday,8,-2.556193,51.451822
2006460124326,2,2,Slight,458,Kent,Yes,Urban,Single carriageway,Dry,Fine,Daylight,03/04/2006,2006,1-Monday,17,1.131374,51.370194
2015210036918,2,2,Slight,1910,Staffordshire,Yes,Rural,Single carriageway,Wet,Fine,Daylight,21/12/2015,2015,1-Monday,8,-2.147916,52.964229
201111SJ26361,2,1,Slight,48,Durham,Yes,Urban,Single carriageway,Dry,Fine,Daylight,28/10/2011,2011,5-Friday,14,-1.552745,54.532341
201197BE00802,1,1,Slight,617,Strathclyde,Yes,Urban,Single carriageway,Wet,Fine,Darkness,06/02/2011,2011,7-Sunday,20,-4.295803,55.90352
200601PL60609,2,1,Slight,1386,Metropolitan Police,Yes,Urban,Single carriageway,Wet,Raining,Darkness,16/08/2006,2006,3-Wednesday,22,-0.032891,51.475036
2011440249738,2,1,Serious,13003.5,Hampshire,Yes,Urban,Single carriageway,Wet,Raining,Daylight,15/06/2011,2011,3-Wednesday,15,-1.356809,50.907615
2015075057700,2,1,Slight,1221,Cheshire,Yes,Urban,Roundabout,Dry,Fine,Darkness,28/02/2015,2015,6-Saturday,18,-2.519937,53.064267
200901BS70383,2,1,Slight,580.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,15/07/2009,2009,3-Wednesday,16,-0.167889,51.487745
200645RE89830,3+,3+,Slight,1850,Surrey,Yes,Rural,Dual carriageway,Wet,Raining,Daylight,12/08/2006,2006,6-Saturday,12,-0.172935,51.267499
200906K025589,2,3+,Slight,1974,Greater Manchester,No,Urban,Dual carriageway,Snow,Snowing,Daylight,20/12/2009,2009,7-Sunday,15,-2.427148,53.584198
2008100347708,2,2,Slight,904,Northumbria,No,Urban,Dual carriageway,Dry,Fine,Daylight,01/05/2008,2008,4-Thursday,18,-1.615958,54.958262
200997AC02204,2,1,Slight,669,Strathclyde,Yes,Urban,Single carriageway,Dry,Fine,Daylight,19/04/2009,2009,7-Sunday,10,-4.29363,55.869407
20053102A3216,2,1,Slight,1230,Nottinghamshire,Yes,Urban,Dual carriageway,Wet,Fine,Darkness,22/11/2005,2005,2-Tuesday,6,-1.151677,53.128363
200630M010056,1,2,Slight,492,Derbyshire,Yes,Rural,Dual carriageway,Dry,Fine,Daylight,28/04/2006,2006,5-Friday,18,-1.291275,52.936901
2006216224460,2,3+,Slight,1145,Staffordshire,Yes,Rural,Single carriageway,Wet,Raining,Daylight,06/09/2006,2006,3-Wednesday,18,-2.053509,53.039683
201243N048082,1,1,Slight,475,Thames Valley,Yes,Rural,Single carriageway,Dry,Fine,Daylight,10/08/2012,2012,5-Friday,13,-0.830504,51.985285
2006470600888,1,2,Slight,1407,Sussex,Yes,Rural,Single carriageway,Wet,Fog,Darkness,29/01/2006,2006,7-Sunday,19,0.154552,51.075582
2005122670535,3+,1,Slight,1454,North Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,24/09/2005,2005,6-Saturday,15,-0.409888,54.277962
200797AB70103,3+,1,Slight,1284,Strathclyde,Yes,Urban,Dual carriageway,Dry,Fine,Darkness,07/03/2007,2007,3-Wednesday,22,-4.243445,55.869524
2009120057765,1,1,Serious,5065,North Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,07/04/2009,2009,2-Tuesday,20,-1.043156,53.998741
201104CM11065,2,3+,Slight,1125,Lancashire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,03/05/2011,2011,2-Tuesday,16,-2.672335,53.744505
200836T080061,1,1,Slight,364,Norfolk,Yes,Urban,Single carriageway,Dry,Fine,Darkness,11/04/2008,2008,5-Friday,23,1.279287,52.625816
2015132791877,1,1,Slight,32,West Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,09/07/2015,2015,4-Thursday,23,-1.4711,53.728187
2009470909196,3+,1,Slight,1604,Sussex,Yes,Urban,Dual carriageway,Wet,Fine,Darkness,07/12/2009,2009,1-Monday,16,-0.197997,50.838099
201106A053970,2,1,Slight,804,Greater Manchester,Yes,Urban,Single carriageway,Dry,Fog,Daylight,09/11/2011,2011,3-Wednesday,16,-2.195567,53.499293
2007470709550,2,1,Slight,1179,Sussex,No,Urban,Single carriageway,Dry,Fine,Daylight,14/11/2007,2007,3-Wednesday,15,-0.163398,51.118244
2013232557213,2,1,Slight,49.5,Warwickshire,Yes,Rural,Slip road,Dry,Fine,Daylight,15/05/2013,2013,3-Wednesday,13,-1.727813,52.537759
2012160D01131,2,1,Slight,1147.5,Humberside,No,Urban,Single carriageway,Dry,Fine,Darkness,22/02/2012,2012,3-Wednesday,18,-0.386447,53.779225
200701JC64859,3+,1,Slight,578,Metropolitan Police,Yes,Rural,Single carriageway,Dry,Fine,Darkness,15/07/2007,2007,7-Sunday,0,0.012204,51.616088
2006216110804,2,1,Slight,1327.5,Staffordshire,No,Urban,Single carriageway,Dry,Fine,Daylight,05/04/2006,2006,3-Wednesday,16,-2.164197,53.006411
2005330504895,2,1,Slight,663,Leicestershire,No,Urban,Single carriageway,Dry,Fine,Daylight,04/07/2005,2005,1-Monday,12,-1.368733,52.520835
2010130446640,1,1,Slight,607,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Darkness,21/10/2010,2010,4-Thursday,18,-1.783566,53.779272
2009130183309,1,1,Slight,839,West Yorkshire,Yes,Rural,Single carriageway,Wet,Raining,Darkness,08/03/2009,2009,7-Sunday,19,-2.012853,53.740818
200920K027301,2,1,Slight,733.5,West Midlands,Yes,Rural,Dual carriageway,Dry,Fine,Daylight,13/04/2009,2009,1-Monday,18,-1.966056,52.538336
2008520810594,2,2,Slight,1552,Avon and Somerset,Yes,Rural,Single carriageway,Dry,Fine,Daylight,28/09/2008,2008,7-Sunday,16,-2.732041,51.117068
201063CP07110,1,1,Slight,38,Dyfed-Powys,No,Rural,Single carriageway,Ice,Fog,Daylight,09/01/2010,2010,6-Saturday,13,-5.059411,51.794746
200605AA09915,1,1,Slight,7,Merseyside,Yes,Urban,Single carriageway,Dry,Fine,Daylight,19/07/2006,2006,3-Wednesday,19,-3.056568,53.400784
2011350182411,2,2,Slight,796,Cambridgeshire,Yes,Urban,Roundabout,Dry,Fine,Daylight,28/01/2011,2011,5-Friday,14,-0.281499,52.587364
2011440283105,2,1,Slight,742.5,Hampshire,No,Urban,Single carriageway,Dry,Fine,Daylight,07/07/2011,2011,4-Thursday,8,-1.08,50.79344
2010610003910,1,1,Slight,571,Gwent,Yes,Rural,Single carriageway,Dry,Fine,Daylight,22/01/2010,2010,5-Friday,11,-2.70749,51.649814
200854EZ11908,2,3+,Slight,430,Wiltshire,Yes,Rural,Single carriageway,Wet,Raining,Daylight,13/03/2008,2008,4-Thursday,17,-2.007426,51.297852
201301MM70406,2,1,Slight,453,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,25/06/2013,2013,2-Tuesday,9,-0.065382,51.435469
2006520007145,2,2,Slight,1788,Avon and Somerset,Yes,Rural,Single carriageway,Wet,Fine,Daylight,17/01/2006,2006,2-Tuesday,11,-2.730753,50.944689
200845RU18371,2,2,Slight,1048,Surrey,Yes,Urban,Dual carriageway,Dry,Fine,Darkness,11/02/2008,2008,1-Monday,17,-0.512832,51.395689
200701EO40215,1,1,Slight,888,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,15/03/2007,2007,4-Thursday,18,-0.131676,51.52791
200920M064302,2,1,Slight,1369.5,West Midlands,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,26/11/2009,2009,4-Thursday,10,-1.468172,52.414609
2009520904865,2,1,Slight,309,Avon and Somerset,No,Urban,One way street,Dry,Fog,Daylight,29/05/2009,2009,5-Friday,16,-2.576718,51.458916
2014350031514,2,1,Slight,514.5,Cambridgeshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,06/03/2014,2014,4-Thursday,9,-0.200232,52.329365
2014300011323,1,1,Slight,478,Derbyshire,No,Urban,Single carriageway,Dry,Fine,Daylight,23/12/2014,2014,2-Tuesday,11,-1.471204,53.299027
200850JC4V007,2,2,Slight,1840,Devon and Cornwall,Yes,Rural,Single carriageway,Dry,Fine,Daylight,30/05/2008,2008,5-Friday,7,-3.532645,50.677279
2008100610508,1,1,Slight,79,Northumbria,No,Urban,Dual carriageway,Dry,Fine,Daylight,28/08/2008,2008,4-Thursday,13,-1.372944,54.889403
2011471104052,2,1,Slight,277.5,Sussex,Yes,Rural,Dual carriageway,Wet,Fine,Daylight,23/06/2011,2011,4-Thursday,18,-0.021653,50.8669
2008470808103,2,1,Slight,240,Sussex,No,Urban,Roundabout,Dry,Fine,Daylight,17/10/2008,2008,5-Friday,8,-0.16408,51.122661
2014331401159,2,1,Slight,1086,Leicestershire,No,Urban,Single carriageway,Dry,Fine,Daylight,13/06/2014,2014,5-Friday,7,-1.152528,52.639145
2005360030970,2,2,Slight,436,Norfolk,Yes,Rural,Single carriageway,Wet,Raining,Daylight,22/08/2005,2005,1-Monday,10,0.695887,52.590721
200801JC76742,2,3+,Slight,2304,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,15/12/2008,2008,1-Monday,0,-0.021136,51.603435
200520E069401,2,2,Slight,924,West Midlands,No,Urban,Single carriageway,Dry,Fine,Darkness,10/04/2005,2005,7-Sunday,21,-1.984078,52.443404
2005470507107,2,1,Serious,2406,Sussex,Yes,Urban,Single carriageway,Wet,Raining,Daylight,22/08/2005,2005,1-Monday,17,-0.387274,50.818925
200722FA87022,3+,1,Slight,680,West Mercia,Yes,Rural,Roundabout,Wet,Raining,Daylight,19/09/2007,2007,3-Wednesday,8,-2.414146,52.618887
200643W183076,2,1,Slight,1251,Thames Valley,Yes,Rural,Single carriageway,Dry,Fine,Daylight,17/07/2006,2006,1-Monday,11,-0.897691,51.536801
201301JI40375,2,1,Slight,81,Metropolitan Police,Yes,Urban,Dual carriageway,Dry,Fine,Daylight,19/07/2013,2013,5-Friday,13,0.083639,51.573564
2006130192306,1,1,Slight,604,West Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,03/03/2006,2006,5-Friday,9,-1.758176,53.681791
2008530194908,2,1,Slight,1149,Gloucestershire,No,Urban,Single carriageway,Dry,Fine,Daylight,06/06/2008,2008,5-Friday,16,-2.251478,51.834648
20052152X0606,2,1,Slight,600,Staffordshire,Yes,Rural,Single carriageway,Wet,Fog,Darkness,28/12/2005,2005,3-Wednesday,19,-1.990277,53.019918
200801PY20465,2,2,Slight,954,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,01/09/2008,2008,1-Monday,7,0.050797,51.42414
200701QK50371,2,1,Slight,1129.5,Metropolitan Police,Yes,Urban,Single carriageway,Dry,Fine,Daylight,17/10/2007,2007,3-Wednesday,16,-0.287709,51.565183
200806B002951,3+,3+,Serious,20172,Greater Manchester,Yes,Urban,Dual carriageway,Wet,Fine,Darkness,06/10/2008,2008,1-Monday,19,-2.200358,53.444211
201401YE80344,2,1,Slight,630,Metropolitan Police,No,Urban,Roundabout,Dry,Fine,Daylight,15/05/2014,2014,4-Thursday,14,-0.104275,51.66335
2014300008142,2,1,Serious,13524,Derbyshire,Yes,Urban,Roundabout,Dry,Fine,Daylight,17/07/2014,2014,4-Thursday,9,-1.42216,53.230663
2008608096210,2,3+,Slight,2031,North Wales,Yes,Rural,Single carriageway,Dry,Fine,Daylight,23/05/2008,2008,5-Friday,17,-3.492409,53.252835
2008120120545,2,1,Slight,1246.5,North Yorkshire,No,Rural,Single carriageway,Wet,Fine,Daylight,18/10/2008,2008,6-Saturday,14,-1.13641,54.489013
2006620159901,1,1,Slight,71,South Wales,Yes,Urban,One way street,Wet,Fine,Daylight,08/11/2006,2006,3-Wednesday,10,-3.946009,51.620081
2008120107336,3+,1,Slight,370,North Yorkshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,26/09/2008,2008,5-Friday,15,-1.551018,53.983735
200732D247407,1,1,Slight,670,Lincolnshire,Yes,Rural,Single carriageway,Dry,Fine,Darkness,27/07/2007,2007,5-Friday,22,-0.53561,53.198524
200563AC25005,3+,3+,Slight,3388.5,Dyfed-Powys,Yes,Urban,Single carriageway,Dry,Fine,Daylight,07/06/2005,2005,2-Tuesday,13,-4.144269,51.670224
2012400CA1329,1,2,Slight,16.5,Bedfordshire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,21/12/2012,2012,5-Friday,12,-0.426879,51.884013
201105CC04388,2,1,Serious,3481.5,Merseyside,Yes,Urban,Single carriageway,Dry,Fine,Daylight,19/07/2011,2011,2-Tuesday,17,-2.860406,53.421775
2006520118095,2,1,Serious,14052,Avon and Somerset,Yes,Urban,Single carriageway,Wet,Fine,Daylight,02/10/2006,2006,1-Monday,7,-2.97432,51.224018
2005470502672,2,1,Slight,1066.5,Sussex,Yes,Rural,Single carriageway,Dry,Fine,Daylight,11/04/2005,2005,1-Monday,7,-0.502803,50.957432
2011551D04016,2,1,Slight,507,Dorset,No,Rural,Single carriageway,Dry,Fine,Daylight,27/01/2011,2011,4-Thursday,8,-2.111659,50.686673
2009120162579,1,3+,Slight,205,North Yorkshire,Yes,Rural,Single carriageway,Dry,Fine,Daylight,18/09/2009,2009,5-Friday,13,-1.745267,53.988798
20144100T3174,1,1,Serious,4161,Hertfordshire,Yes,Urban,Slip road,Dry,Fine,Darkness,16/08/2014,2014,6-Saturday,0,-0.493953,51.659283
2015420031296,2,1,Slight,1173,Essex,No,Urban,Single carriageway,Dry,Fog,Darkness,02/11/2015,2015,1-Monday,16,0.918442,51.890316
2010460194286,2,1,Slight,1488,Kent,Yes,Rural,Single carriageway,Snow,Snowing,Daylight,30/11/2010,2010,2-Tuesday,14,0.299615,51.18515
200622DE85243,2,1,Slight,210,West Mercia,Yes,Urban,Single carriageway,Dry,Fine,Daylight,27/11/2006,2006,1-Monday,8,-2.134373,52.422292
200804CA08070,2,1,Slight,4.5,Lancashire,Yes,Urban,Single carriageway,Dry,Fine,Daylight,26/07/2008,2008,6-Saturday,20,-2.643677,53.648216
2015051501821,1,1,Slight,12,Merseyside,Yes,Urban,Single carriageway,Dry,Fine,Daylight,23/07/2015,2015,4-Thursday,18,-3.101595,53.329434
2014460236972,2,1,Slight,411,Kent,No,Rural,Dual carriageway,Wet,Fog,Daylight,11/01/2014,2014,6-Saturday,8,0.552206,51.288737
2015471500979,3+,1,Serious,3150,Sussex,Yes,Urban,Single carriageway,Dry,Fine,Daylight,17/02/2015,2015,2-Tuesday,15,-0.260222,50.84118
2008130136308,2,2,Slight,1290,West Yorkshire,Yes,Rural,Roundabout,Dry,Fine,Daylight,17/02/2008,2008,7-Sunday,11,-1.553767,53.683091
